original_text,cleaned_text,case_folding,tokenized_text,normalized_text,stopword_removed,token_to_text,no_topic,label_aspek,sentimen,,,,Jumlah,Positif,Negatif,
"Saran saya lebih enak ada ppt juga sih kak biar nyatet ilmu yg diberikan lebih gampang.		",Saran saya lebih enak ada ppt juga sih kak biar nyatet ilmu yg diberikan lebih gampang,saran saya lebih enak ada ppt juga sih kak biar nyatet ilmu yg diberikan lebih gampang,"['saran', 'saya', 'lebih', 'enak', 'ada', 'ppt', 'juga', 'sih', 'kak', 'biar', 'nyatet', 'ilmu', 'yg', 'diberikan', 'lebih', 'gampang']","['usulan', 'saya', 'lebih', 'enak', 'ada', 'konten', 'juga', 'sih', 'kakak', 'agar', 'mencatat', 'pengalaman', 'yang', 'diberikan', 'lebih', 'mudah']","['usulan', 'enak', 'konten', 'kakak', 'mencatat', 'pengalaman', 'diberikan', 'mudah']",usulan enak konten kakak mencatat pengalaman diberikan mudah,2,Materi dan Narasumber,Negatif,,,,,,,
"Saran saya sebaiknya ada ppt nya kak supaya materi atau ilmu yg di sampaikan dapat di catat dengan rapi .		",Saran saya sebaiknya ada ppt nya kak supaya materi atau ilmu yg di sampaikan dapat di catat dengan rapi,saran saya sebaiknya ada ppt nya kak supaya materi atau ilmu yg di sampaikan dapat di catat dengan rapi,"['saran', 'saya', 'sebaiknya', 'ada', 'ppt', 'nya', 'kak', 'supaya', 'materi', 'atau', 'ilmu', 'yg', 'di', 'sampaikan', 'dapat', 'di', 'catat', 'dengan', 'rapi']","['usulan', 'saya', 'sebaiknya', 'ada', 'konten', 'nya', 'kakak', 'supaya', 'materi', 'atau', 'pengalaman', 'yang', 'di', 'sampai', 'dapat', 'di', 'mencatat', 'dengan', 'rapi']","['usulan', 'sebaiknya', 'konten', 'kakak', 'materi', 'pengalaman', 'mencatat', 'rapi']",usulan sebaiknya konten kakak materi pengalaman mencatat rapi,2,Materi dan Narasumber,Negatif,,,,,,,
"Saran saya semoga ketika nanti sharescreen cari tempat yang bagus koneksinya supaya yg dipresentasikan jelas, terima kasih		",Saran saya semoga ketika nanti sharescreen cari tempat yang bagus koneksinya supaya yg dipresentasikan jelas terima kasih,saran saya semoga ketika nanti sharescreen cari tempat yang bagus koneksinya supaya yg dipresentasikan jelas terima kasih,"['saran', 'saya', 'semoga', 'ketika', 'nanti', 'sharescreen', 'cari', 'tempat', 'yang', 'bagus', 'koneksinya', 'supaya', 'yg', 'dipresentasikan', 'jelas', 'terima', 'kasih']","['usulan', 'saya', 'semoga', 'ketika', 'nanti', 'berbagi layar', 'mencari', 'tempat', 'yang', 'keren', 'koneksi', 'supaya', 'yang', 'presentasi', 'jelas', 'terima', 'kasih']","['usulan', 'semoga', 'berbagi layar', 'mencari', 'tempat', 'keren', 'koneksi', 'presentasi', 'jelas', 'terima', 'kasih']",usulan semoga berbagi layar mencari tempat keren koneksi presentasi jelas terima kasih,5,Teknis dan Jaringan,Negatif,,,,,,,
"saran supaya suaranya agak kencang sedikit		",saran supaya suaranya agak kencang sedikit,saran supaya suaranya agak kencang sedikit,"['saran', 'supaya', 'suaranya', 'agak', 'kencang', 'sedikit']","['usulan', 'supaya', 'suara', 'agak', 'kencang', 'sedikit']","['usulan', 'suara', 'kencang', 'sedikit']",usulan suara kencang sedikit,5,Teknis dan Jaringan,Negatif,,,,,,,
"saran untuk event ini sebaiknya dilaksanakan di waktu pagi hari terimakasih		",saran untuk event ini sebaiknya dilaksanakan di waktu pagi hari terimakasih,saran untuk event ini sebaiknya dilaksanakan di waktu pagi hari terimakasih,"['saran', 'untuk', 'event', 'ini', 'sebaiknya', 'dilaksanakan', 'di', 'waktu', 'pagi', 'hari', 'terimakasih']","['usulan', 'untuk', 'acara', 'ini', 'sebaiknya', 'berlangsung', 'di', 'waktu', 'waktu', 'hari', 'terima kasih']","['usulan', 'acara', 'sebaiknya', 'berlangsung', 'waktu', 'waktu', 'hari', 'terima kasih']",usulan acara sebaiknya berlangsung waktu waktu hari terima kasih,6,Waktu dan Pelaksanaan Acara,Positif,,,,,,,
"saran untuk membuat acara yang lebih seru agar tidak ngantuk		",saran untuk membuat acara yang lebih seru agar tidak ngantuk,saran untuk membuat acara yang lebih seru agar tidak ngantuk,"['saran', 'untuk', 'membuat', 'acara', 'yang', 'lebih', 'seru', 'agar', 'tidak', 'ngantuk']","['usulan', 'untuk', 'membuat', 'acara', 'yang', 'lebih', 'seru', 'agar', 'tidak', 'mengantuk']","['usulan', 'membuat', 'acara', 'seru', 'mengantuk']",usulan membuat acara seru mengantuk,4,Antusiasme Peserta,Negatif,,,,,,,
"Sarannya agar zoomnya lebih ditingkatkan karena terkadang gambarnya tidak jelas		",Sarannya agar zoomnya lebih ditingkatkan karena terkadang gambarnya tidak jelas,sarannya agar zoomnya lebih ditingkatkan karena terkadang gambarnya tidak jelas,"['sarannya', 'agar', 'zoomnya', 'lebih', 'ditingkatkan', 'karena', 'terkadang', 'gambarnya', 'tidak', 'jelas']","['usulan', 'agar', 'zoom', 'lebih', 'ditingkatkan', 'karena', 'terkadang', 'gambar', 'tidak', 'jelas']","['usulan', 'zoom', 'ditingkatkan', 'terkadang', 'gambar', 'jelas']",usulan zoom ditingkatkan terkadang gambar jelas,5,Teknis dan Jaringan,Positif,,,,,,,
"Saya berharap agar kegiatan seperti ini bisa dilaksanakan setiap tahunnya		",Saya berharap agar kegiatan seperti ini bisa dilaksanakan setiap tahunnya,saya berharap agar kegiatan seperti ini bisa dilaksanakan setiap tahunnya,"['saya', 'berharap', 'agar', 'kegiatan', 'seperti', 'ini', 'bisa', 'dilaksanakan', 'setiap', 'tahunnya']","['saya', 'berharap', 'agar', 'acara', 'seperti', 'ini', 'bisa', 'berlangsung', 'setiap', 'waktu']","['berharap', 'acara', 'berlangsung', 'waktu']",berharap acara berlangsung waktu,3,Harapan Acara,Positif,,,,,,,
"Saya berharap semoga acara seminar fkmbik seperti diadakan setiap tahun karena tema yang diangkat sangat menarik seperti tahun ini		",Saya berharap semoga acara seminar fkmbik seperti diadakan setiap tahun karena tema yang diangkat sangat menarik seperti tahun ini,saya berharap semoga acara seminar fkmbik seperti diadakan setiap tahun karena tema yang diangkat sangat menarik seperti tahun ini,"['saya', 'berharap', 'semoga', 'acara', 'seminar', 'fkmbik', 'seperti', 'diadakan', 'setiap', 'tahun', 'karena', 'tema', 'yang', 'diangkat', 'sangat', 'menarik', 'seperti', 'tahun', 'ini']","['saya', 'berharap', 'semoga', 'acara', 'seminar', 'fkbmik', 'seperti', 'mengadakan', 'setiap', 'waktu', 'karena', 'tema', 'yang', 'diangkat', 'sangat', 'seru', 'seperti', 'waktu', 'ini']","['berharap', 'semoga', 'acara', 'seminar', 'fkbmik', 'mengadakan', 'waktu', 'tema', 'diangkat', 'seru', 'waktu']",berharap semoga acara seminar fkbmik mengadakan waktu tema diangkat seru waktu,3,Harapan Acara,Positif,,,,,,,
"Saya rasa kegiatan ini sudah memberikan banyak materi dan ilmu yang bermanfaat		",Saya rasa kegiatan ini sudah memberikan banyak materi dan ilmu yang bermanfaat,saya rasa kegiatan ini sudah memberikan banyak materi dan ilmu yang bermanfaat,"['saya', 'rasa', 'kegiatan', 'ini', 'sudah', 'memberikan', 'banyak', 'materi', 'dan', 'ilmu', 'yang', 'bermanfaat']","['saya', 'rasa', 'acara', 'ini', 'sudah', 'memberi', 'banyak', 'materi', 'dan', 'pengalaman', 'yang', 'bermanfaat']","['rasa', 'acara', 'memberi', 'banyak', 'materi', 'pengalaman', 'bermanfaat']",rasa acara memberi banyak materi pengalaman bermanfaat,7,Manfaat dan Evaluasi,Positif,,,,,,,
"Saya suka mendengarkan orang berbicara, bagi saya selain mengasikkan juga dapat menambah wawasan.		",Saya suka mendengarkan orang berbicara bagi saya selain mengasikkan juga dapat menambah wawasan,saya suka mendengarkan orang berbicara bagi saya selain mengasikkan juga dapat menambah wawasan,"['saya', 'suka', 'mendengarkan', 'orang', 'berbicara', 'bagi', 'saya', 'selain', 'mengasikkan', 'juga', 'dapat', 'menambah', 'wawasan']","['saya', 'suka', 'dengar', 'narasumber', 'bicara', 'bagi', 'saya', 'selain', 'asyik', 'juga', 'dapat', 'tambah', 'pengalaman']","['suka', 'dengar', 'narasumber', 'bicara', 'asyik', 'tambah', 'pengalaman']",suka dengar narasumber bicara asyik tambah pengalaman,2,Materi dan Narasumber,Positif,,,,,,,
"Sebaiknya diberi rundown acara tersebut sebelum acara dimulai dan jika bisa adakan games untuk mempercerah suasana.		",Sebaiknya diberi rundown acara tersebut sebelum acara dimulai dan jika bisa adakan games untuk mempercerah suasana,sebaiknya diberi rundown acara tersebut sebelum acara dimulai dan jika bisa adakan games untuk mempercerah suasana,"['sebaiknya', 'diberi', 'rundown', 'acara', 'tersebut', 'sebelum', 'acara', 'dimulai', 'dan', 'jika', 'bisa', 'adakan', 'games', 'untuk', 'mempercerah', 'suasana']","['sebaiknya', 'diberikan', 'susunan', 'acara', 'tersebut', 'sebelum', 'acara', 'mulai', 'dan', 'jika', 'bisa', 'mengadakan', 'permainan', 'untuk', 'memperjelas', 'suasana']","['sebaiknya', 'diberikan', 'susunan', 'acara', 'tersebut', 'acara', 'mulai', 'mengadakan', 'permainan', 'memperjelas', 'suasana']",sebaiknya diberikan susunan acara tersebut acara mulai mengadakan permainan memperjelas suasana,6,Waktu dan Pelaksanaan Acara,Negatif,,,,,,,
"sebaiknya kedepannya ketepatan waktu lebih diperhatikan.		",sebaiknya kedepannya ketepatan waktu lebih diperhatikan,sebaiknya kedepannya ketepatan waktu lebih diperhatikan,"['sebaiknya', 'kedepannya', 'ketepatan', 'waktu', 'lebih', 'diperhatikan']","['sebaiknya', 'ke depannya', 'ketepatan', 'waktu', 'lebih', 'perhatikan']","['sebaiknya', 'ke depannya', 'ketepatan', 'waktu', 'perhatikan']",sebaiknya ke depannya ketepatan waktu perhatikan,6,Waktu dan Pelaksanaan Acara,Negatif,,,,,,,
"Sebaiknya pelaksanaan FKBM-IK ini tidak dimulai pada siang hari karena sekitar jam 13.00 adalah jam-jam di mana orang sudah banyak kehilangan tenaga dan mudah mengantuk, mungkin bisa dimulai sejak jam 10.00 saja.		",Sebaiknya pelaksanaan FKBMIK ini tidak dimulai pada siang hari karena sekitar jam adalah jamjam di mana orang sudah banyak kehilangan tenaga dan mudah mengantuk mungkin bisa dimulai sejak jam saja,sebaiknya pelaksanaan fkbmik ini tidak dimulai pada siang hari karena sekitar jam adalah jamjam di mana orang sudah banyak kehilangan tenaga dan mudah mengantuk mungkin bisa dimulai sejak jam saja,"['sebaiknya', 'pelaksanaan', 'fkbmik', 'ini', 'tidak', 'dimulai', 'pada', 'siang', 'hari', 'karena', 'sekitar', 'jam', 'adalah', 'jamjam', 'di', 'mana', 'orang', 'sudah', 'banyak', 'kehilangan', 'tenaga', 'dan', 'mudah', 'mengantuk', 'mungkin', 'bisa', 'dimulai', 'sejak', 'jam', 'saja']","['sebaiknya', 'pelaksanaan', 'fkbmik', 'ini', 'tidak', 'mulai', 'pada', 'waktu', 'hari', 'karena', 'sekitar', 'waktu', 'adalah', 'waktu', 'di', 'mana', 'narasumber', 'sudah', 'banyak', 'kehilangan', 'tenaga', 'dan', 'mudah', 'mengantuk', 'mungkin', 'bisa', 'mulai', 'sejak', 'waktu', 'saja']","['sebaiknya', 'pelaksanaan', 'fkbmik', 'mulai', 'waktu', 'hari', 'waktu', 'waktu', 'mana', 'narasumber', 'banyak', 'kehilangan', 'tenaga', 'mudah', 'mengantuk', 'mungkin', 'mulai', 'sejak', 'waktu']",sebaiknya pelaksanaan fkbmik mulai waktu hari waktu waktu mana narasumber banyak kehilangan tenaga mudah mengantuk mungkin mulai sejak waktu,6,Waktu dan Pelaksanaan Acara,Negatif,,,,,,,
"Sebaiknya pembawaan dibuat lebih menarik lagi, karena isinya sudah cukup informatif		",Sebaiknya pembawaan dibuat lebih menarik lagi karena isinya sudah cukup informatif,sebaiknya pembawaan dibuat lebih menarik lagi karena isinya sudah cukup informatif,"['sebaiknya', 'pembawaan', 'dibuat', 'lebih', 'menarik', 'lagi', 'karena', 'isinya', 'sudah', 'cukup', 'informatif']","['sebaiknya', 'pembawaan', 'dibuat', 'lebih', 'seru', 'lagi', 'karena', 'konten', 'sudah', 'cukup', 'informatif']","['sebaiknya', 'pembawaan', 'dibuat', 'seru', 'konten', 'cukup', 'informatif']",sebaiknya pembawaan dibuat seru konten cukup informatif,6,Waktu dan Pelaksanaan Acara,Positif,,,,,,,
"Secara keseluruhan acara berlangsung dengan baik.		",Secara keseluruhan acara berlangsung dengan baik,secara keseluruhan acara berlangsung dengan baik,"['secara', 'keseluruhan', 'acara', 'berlangsung', 'dengan', 'baik']","['secara', 'seluruh', 'acara', 'dilaksanakan', 'dengan', 'baik']","['seluruh', 'acara', 'dilaksanakan', 'baik']",seluruh acara dilaksanakan baik,1,Kesuksesan Acara,Negatif,,,,,,,
"Mungkin masalah yang ada hanya yang terkait dengan koneksi internet yang tidak dapat dihindari		",Mungkin masalah yang ada hanya yang terkait dengan koneksi internet yang tidak dapat dihindari,mungkin masalah yang ada hanya yang terkait dengan koneksi internet yang tidak dapat dihindari,"['mungkin', 'masalah', 'yang', 'ada', 'hanya', 'yang', 'terkait', 'dengan', 'koneksi', 'internet', 'yang', 'tidak', 'dapat', 'dihindari']","['mungkin', 'kendala', 'yang', 'ada', 'hanya', 'yang', 'relevan', 'dengan', 'koneksi', 'internet', 'yang', 'tidak', 'dapat', 'dihindari']","['mungkin', 'kendala', 'relevan', 'koneksi', 'internet', 'dihindari']",mungkin kendala relevan koneksi internet dihindari,5,Teknis dan Jaringan,Negatif,,,,,,,
"Secara keseluruhan acara berlangsung dengan sangat baik tanpa kendala teknis atau hal lain yang dapat mengganggu berlangsungnya acara.		",Secara keseluruhan acara berlangsung dengan sangat baik tanpa kendala teknis atau hal lain yang dapat mengganggu berlangsungnya acara,secara keseluruhan acara berlangsung dengan sangat baik tanpa kendala teknis atau hal lain yang dapat mengganggu berlangsungnya acara,"['secara', 'keseluruhan', 'acara', 'berlangsung', 'dengan', 'sangat', 'baik', 'tanpa', 'kendala', 'teknis', 'atau', 'hal', 'lain', 'yang', 'dapat', 'mengganggu', 'berlangsungnya', 'acara']","['secara', 'seluruh', 'acara', 'dilaksanakan', 'dengan', 'sangat', 'baik', 'tanpa', 'kendala', 'teknis', 'atau', 'hal', 'lain', 'yang', 'dapat', 'gangguan', 'dilaksanakan', 'acara']","['seluruh', 'acara', 'dilaksanakan', 'baik', 'kendala', 'teknis', 'gangguan', 'dilaksanakan', 'acara']",seluruh acara dilaksanakan baik kendala teknis gangguan dilaksanakan acara,5,Teknis dan Jaringan,Positif,,,,,,,
"Secara teknis sudah sangat baik, jadi pertahankan terus untuk acara selanjutnya.		",Secara teknis sudah sangat baik jadi pertahankan terus untuk acara selanjutnya,secara teknis sudah sangat baik jadi pertahankan terus untuk acara selanjutnya,"['secara', 'teknis', 'sudah', 'sangat', 'baik', 'jadi', 'pertahankan', 'terus', 'untuk', 'acara', 'selanjutnya']","['secara', 'teknis', 'sudah', 'sangat', 'baik', 'jadi', 'pertahankan', 'terus', 'untuk', 'acara', 'lanjut']","['teknis', 'baik', 'pertahankan', 'terus', 'acara', 'lanjut']",teknis baik pertahankan terus acara lanjut,1,Kesuksesan Acara,Positif,,,,,,,
"Sedikit banyaknya materi yang disampaikan bisa dibuat lebih menarik lagi		",Sedikit banyaknya materi yang disampaikan bisa dibuat lebih menarik lagi,sedikit banyaknya materi yang disampaikan bisa dibuat lebih menarik lagi,"['sedikit', 'banyaknya', 'materi', 'yang', 'disampaikan', 'bisa', 'dibuat', 'lebih', 'menarik', 'lagi']","['sedikit', 'banyak', 'materi', 'yang', 'disampaikan', 'bisa', 'dibuat', 'lebih', 'seru', 'lagi']","['sedikit', 'banyak', 'materi', 'disampaikan', 'dibuat', 'seru']",sedikit banyak materi disampaikan dibuat seru,2,Materi dan Narasumber,Negatif,,,,,,,
"sedikit ngaret tadi dari pembicaranya sisanya baik		",sedikit ngaret tadi dari pembicaranya sisanya baik,sedikit ngaret tadi dari pembicaranya sisanya baik,"['sedikit', 'ngaret', 'tadi', 'dari', 'pembicaranya', 'sisanya', 'baik']","['sedikit', 'terlambat', 'tadi', 'dari', 'narasumber', 'sisa', 'baik']","['sedikit', 'terlambat', 'tadi', 'narasumber', 'sisa', 'baik']",sedikit terlambat tadi narasumber sisa baik,6,Waktu dan Pelaksanaan Acara,Positif,,,,,,,
"Sejauh ini acara berjalan dengan baik.		",Sejauh ini acara berjalan dengan baik,sejauh ini acara berjalan dengan baik,"['sejauh', 'ini', 'acara', 'berjalan', 'dengan', 'baik']","['sejauh', 'ini', 'acara', 'terlaksana', 'dengan', 'baik']","['sejauh', 'acara', 'terlaksana', 'baik']",sejauh acara terlaksana baik,1,Kesuksesan Acara,Positif,,,,,,,
"mungkin lain kali bisa dilaksanakan saat pagi karena saat siang begini rata-rata ada yang agak males-malesan		",mungkin lain kali bisa dilaksanakan saat pagi karena saat siang begini ratarata ada yang agak malesmalesan,mungkin lain kali bisa dilaksanakan saat pagi karena saat siang begini ratarata ada yang agak malesmalesan,"['mungkin', 'lain', 'kali', 'bisa', 'dilaksanakan', 'saat', 'pagi', 'karena', 'saat', 'siang', 'begini', 'ratarata', 'ada', 'yang', 'agak', 'malesmalesan']","['mungkin', 'lain', 'kali', 'bisa', 'berlangsung', 'saat', 'waktu', 'karena', 'saat', 'waktu', 'begini', 'rerata', 'ada', 'yang', 'agak', 'malas']","['mungkin', 'kali', 'berlangsung', 'waktu', 'waktu', 'begini', 'rerata', 'malas']",mungkin kali berlangsung waktu waktu begini rerata malas,6,Waktu dan Pelaksanaan Acara,Negatif,,,,,,,
"Sejauh ini kegiatannya cukup baik, namun harap diperbaiki lagi apa saja kekurangan yang ada agar bisa lebih baik dari hari ini.		",Sejauh ini kegiatannya cukup baik namun harap diperbaiki lagi apa saja kekurangan yang ada agar bisa lebih baik dari hari ini,sejauh ini kegiatannya cukup baik namun harap diperbaiki lagi apa saja kekurangan yang ada agar bisa lebih baik dari hari ini,"['sejauh', 'ini', 'kegiatannya', 'cukup', 'baik', 'namun', 'harap', 'diperbaiki', 'lagi', 'apa', 'saja', 'kekurangan', 'yang', 'ada', 'agar', 'bisa', 'lebih', 'baik', 'dari', 'hari', 'ini']","['sejauh', 'ini', 'acara', 'cukup', 'baik', 'namun', 'harap', 'perbaiki', 'lagi', 'apa', 'saja', 'kekurangan', 'yang', 'ada', 'agar', 'bisa', 'lebih', 'baik', 'dari', 'hari', 'ini']","['sejauh', 'acara', 'cukup', 'baik', 'harap', 'perbaiki', 'apa', 'kekurangan', 'baik', 'hari']",sejauh acara cukup baik harap perbaiki apa kekurangan baik hari,3,Harapan Acara,Positif,,,,,,,
"Sejauh ini menurutsaya masih baik baik saja, tinggal jaringan saya aja yang lag lag		",Sejauh ini menurutsaya masih baik baik saja tinggal jaringan saya aja yang lag lag,sejauh ini menurutsaya masih baik baik saja tinggal jaringan saya aja yang lag lag,"['sejauh', 'ini', 'menurutsaya', 'masih', 'baik', 'baik', 'saja', 'tinggal', 'jaringan', 'saya', 'aja', 'yang', 'lag', 'lag']","['sejauh', 'ini', 'menurut saya', 'masih', 'baik', 'baik', 'saja', 'tinggal', 'jaringan', 'saya', 'saja', 'yang', 'gangguan', 'gangguan']","['sejauh', 'menurut saya', 'baik', 'baik', 'tinggal', 'jaringan', 'gangguan', 'gangguan']",sejauh menurut saya baik baik tinggal jaringan gangguan gangguan,5,Teknis dan Jaringan,Positif,,,,,,,
"Sejauh ini semuanya berlangsung dengan baik		",Sejauh ini semuanya berlangsung dengan baik,sejauh ini semuanya berlangsung dengan baik,"['sejauh', 'ini', 'semuanya', 'berlangsung', 'dengan', 'baik']","['sejauh', 'ini', 'semua', 'dilaksanakan', 'dengan', 'baik']","['sejauh', 'dilaksanakan', 'baik']",sejauh dilaksanakan baik,1,Kesuksesan Acara,Positif,,,,,,,
"Sejauh ini sudah baik dalam pelaksanaannya		",Sejauh ini sudah baik dalam pelaksanaannya,sejauh ini sudah baik dalam pelaksanaannya,"['sejauh', 'ini', 'sudah', 'baik', 'dalam', 'pelaksanaannya']","['sejauh', 'ini', 'sudah', 'baik', 'dalam', 'pelaksanaan']","['sejauh', 'baik', 'pelaksanaan']",sejauh baik pelaksanaan,1,Kesuksesan Acara,Positif,,,,,,,
"Sejauh ini sudah cukup bagus, semoga bisa di pertahankan seterusnya.		",Sejauh ini sudah cukup bagus semoga bisa di pertahankan seterusnya,sejauh ini sudah cukup bagus semoga bisa di pertahankan seterusnya,"['sejauh', 'ini', 'sudah', 'cukup', 'bagus', 'semoga', 'bisa', 'di', 'pertahankan', 'seterusnya']","['sejauh', 'ini', 'sudah', 'cukup', 'keren', 'semoga', 'bisa', 'di', 'pertahankan', 'seterusnya']","['sejauh', 'cukup', 'keren', 'semoga', 'pertahankan']",sejauh cukup keren semoga pertahankan,1,Kesuksesan Acara,Positif,,,,,,,
"Sejauh ini terlaksana dengan baik		",Sejauh ini terlaksana dengan baik,sejauh ini terlaksana dengan baik,"['sejauh', 'ini', 'terlaksana', 'dengan', 'baik']","['sejauh', 'ini', 'terlaksana', 'dengan', 'baik']","['sejauh', 'terlaksana', 'baik']",sejauh terlaksana baik,1,Kesuksesan Acara,Positif,,,,,,,
